userid,user_key,created_at,created_str,retweet_count,retweeted,favorite_count,text,tweet_id,source,hashtags,expanded_urls,posted,mentions,retweeted_status_id,in_reply_to_status_id
3084088366,priceforpierce,1449048558000,2015-12-02 09:29:18,,,,David Price '  s $217M deal signals start of Boston '  s bold Dave Dombrowski era,671984474138255360,,[],[],POSTED,[],,
2532611755,kathiemrr,1482160700000,2016-12-19 15:18:20,,,,#ThingsYouCantIgnore his grandma lying next to us while we're having sex,810866865429942272,,"[""ThingsYouCantIgnore""]",[],POSTED,[],,
4508630900,thefoundingson,1485048240000,2017-01-22 01:24:00,,,,"This idiot was just literally sitting and crying at #TrumpInauguration.
What's wrong with these people? https://t.co/8599OlLiTm",822978087180795904,,[],[],POSTED,[],,
1658202894,laurabaeley,1489516646000,2017-03-14 18:37:26,,,,"RT @TheDailySheeple: Report: New York Drops ""RACIST"" Literacy Test For Teachurs  https://t.co/H15KWxTdhf #realnews #reading #america #2017…",841719940897996804,,"[""realnews""]",[],POSTED,[],,
1833223908,dorothiebell,1452880621000,2016-01-15 17:57:01,,,,"RT @hipEchik: and the very worst places, commentators are from TX (and I LOVE my Texan friends).  Check out the comments on Sperlings Best …",688057312422961153,,[],[],POSTED,[],,
2620869737,puredavie,1480332018000,2016-11-28 11:20:18,,,,"RT @chiefplan1: #BreakfastAShow

Car 54, Where Are My Bagels &amp; Coffee?",803196817722736640,,[],[],POSTED,[],,
1679279490,ameliebaldwin,1477063759000,2016-10-21 15:29:19,0,false,0,"RT @Wingzblessed: https://t.co/LzeFXLu6NQ

It is all part of the globalist agenda.  Please watch the above video. https://t.co/shBpQMZzaC",789488745246515200,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://twitter.com/bruce_schlink/status/789484853838356480"",""https://www.youtube.com/watch?v=07V0z6xIq4c""]",POSTED,"[""wingzblessed""]",789485919447478272,
1671234620,hyddrox,1474119290000,2016-09-17 13:34:50,0,false,0,"RT @CapeMayMeg: Obama bans FISHING OFF NE: Will Set Aside 5,000 Square Miles Off New England--Ban Commercial Fishing https://t.co/7yM1C9R0j…",777138749163573248,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://nworeport.me/2016/09/16/obama-will-set-aside-5000-square-miles-off-new-england-ban-commercial-fishing/"",""https://nworeport.me/2016/09/16/obama-will-set-aside-5000-square-miles-off-new-england-ban-commercial-fishing/""]",POSTED,"[""nworeport"",""capemaymeg""]",777132687895109636,
1655194147,melanymelanin,1476351528000,2016-10-13 09:38:48,,,,RT @blicqer: Rwanda bans Galaxy Note 7 https://t.co/XM9YHrFaSU @CCTVNewsAfrica https://t.co/L1WlMng2NZ,786501433629618176,,[],[],POSTED,[],,
1657694515,daileyjadon,1481729479000,2016-12-14 15:31:19,,,,"RT @Danzig303: #GiftIdeasForPoliticians

A bus tour to underprivileged areas to see what the real world is like",809058192688873474,,[],[],POSTED,[],,
1671234620,hyddrox,1474191735000,2016-09-18 09:42:15,0,false,0,RT @SandraTXAS: Donald Trump Jr. Delivers TRUTHBOMB -  Hillary Wants to Shut Down Coal Mines to Benefit the Saudis https://t.co/28htNiizdN…,777442601704226816,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""maga""]","[""http://truthfeed.com/donald-trump-jr-delivers-truthbomb-explains-that-hillary-wants-to-shut-down-coal-mines-to-benefit-the-saudis/23691/""]",POSTED,"[""sandratxas""]",777436793180348416,
2532611755,kathiemrr,1479889343000,2016-11-23 08:22:23,,,,RT @tlcprincess: Get drunk AF and then black out.  #HowToAvoidPoliticsAtDinner,801340103612334080,,"[""HowToAvoidPoliticsAtDinner""]",[],POSTED,[],,
2590038478,patriotraphael,1422552085000,2015-01-29 17:21:25,,,,How can a man that has done so much be treated so unjust,560850213045547009,,[],[],POSTED,[],,
2587100717,judelambertusa,1450438634000,2015-12-18 11:37:14,,,,RT @POLITICOMag: Rattled on the Plains: Earthquakes and a looming budget crisis are shaking up Oklahoma https://t.co/Fq39hnpcjm https://t.c…,677814875851251713,,[],[],POSTED,[],,
750367533660774406,sternandreas404,1499829781000,2017-07-12 03:23:01,,,,"RT @CharlesMBlow: To which country are you referring, sir? #Russia https://t.co/YvZRy45Mr6",884976362397851648,,"[""Russia""]",[],POSTED,[],,
1659753702,karenparker93,1474226529000,2016-09-18 19:22:09,0,false,0,RT @Soapfangh50: Who is using Nazi tactics? Personal to Obama? Using guilt here &amp; force! He is on the lowest form of life! 💩 https://t.co/K…,777588540758695940,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://twitter.com/ohboywhatashot/status/777583645020266497""]",POSTED,"[""soapfangh50""]",777585379025182720,
1658420976,baobaeham,1492244874000,2017-04-15 08:27:54,,,,RT @BlackAmericans: Trump to speak at NRA's April leadership forum https://t.co/bx3fIjRUIP https://t.co/QHciGRDu9Z,853162956347109376,,[],[],POSTED,[],,
1680366068,willisbonnerr,1481263093000,2016-12-09 05:58:13,,,,"RT @trueblackpower: ""I keep that smile i always learned to smile the meaner the man be the more you smile"" Booker Wright  #theAncestors htt…",807102028874969092,,"[""theAncestors""]",[],POSTED,[],,
1694026190,jacquelinisbest,1458204740000,2016-03-17 08:52:20,,,,"RT @vmpcott: MT @cruzgrassroots: @rushlimbaugh calls #TedCruz Brilliant, Trustworthy. #TrusTED https://t.co/jupmm4WgbJ #CruzCrew #PJNET",710388285307265024,,"[""TedCruz""]",[],POSTED,[],,
3084360275,mil0blake,1462732751000,2016-05-08 18:39:11,,,,#HappyBirthdayHarryTruman! Thanks for everything you did!,729380140141182976,,"[""HappyBirthdayHarryTruman""]",[],POSTED,[],,
1690487623,michellearry,1432944766000,2015-05-30 00:12:46,,,,RT @Westxgal: #Green is the new #Red  Read the 10 pillars of communism @POTUS #JunkScience #PJNET #ClimateChange http://t.co/C8KYorw1wF,604440275927207936,,"[""green""]",[],POSTED,[],,
3084360275,mil0blake,1455788744000,2016-02-18 09:45:44,,,,RT @Tamaralynn212: Congratulations Senator Sessions.  https://t.co/XX0JD5eBGo,700254863179935744,,[],[],POSTED,[],,
1658202894,laurabaeley,1482015934000,2016-12-17 23:05:34,,,,RT @OccupyDemocrats: #Breaking News: Trump Just Sent The Government A $32 Million Bill In Huge Conflict Of Interest https://t.co/436T4KafVE,810259674679361536,,"[""breaking""]",[],POSTED,[],,
2620869737,puredavie,1472055317000,2016-08-24 16:15:17,,,,RT @ESPEZY: Sucralose and High Fructose Corn Syrup #MustBeBanned,768481818857181184,,"[""MustBeBanned""]",[],POSTED,[],768471284975939584,
2671070290,patriotblake,1476019624000,2016-10-09 13:27:04,0,false,0,"RT @KOkOStyles4: @mitchellvii fox just said "" Clinton high end attorney said Trump couldn't be thrown off the ticket like she wanted..",785109327350816768,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,"[""mitchellvii"",""kokostyles4""]",785058776818847745,
1623180199,jeffreykahunas,1458392514000,2016-03-19 13:01:54,,,,"RT @Cary88888888: The #EndofMoney and #Ubuntu – Franz Hörmann and Michael Telllinger https://t.co/QCaCC7RzqB March 19, 2016 at 07:30AM",711175867779645440,,"[""EndofMoney""]",[],POSTED,[],,
1679279490,ameliebaldwin,1476039604000,2016-10-09 19:00:04,0,false,0,RT @handley_dix: It's scary how similar Scott &amp; I think. Dilbert's Scott Adams Outlines 14 Reasons Why 'The Trump Tapes' Don't Matter https…,785193128965922816,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,"[""handley_dix""]",784964233343541248,
2882037326,danageezus,1474938665000,2016-09-27 01:11:05,,,,#ThingsMoreTrustedThanHillary hole in a condom,,,"[""ThingsMoreTrustedThanHillary""]",[],POSTED,[],,
2584152521,queenofthewo,1474279346000,2016-09-19 10:02:26,,,,#IReallyLikeYouBut you think the world revolves around you,777810070583275520,,"[""IReallyLikeYouBut""]",[],POSTED,[],,
2532611755,kathiemrr,1474293719000,2016-09-19 14:01:59,,,,#MyEmmyNominationWouldBe Least annoying commercial,777870353951449088,,"[""MyEmmyNominationWouldBe""]",[],POSTED,[],,
2532611755,kathiemrr,1471447064000,2016-08-17 15:17:44,0,false,0,"RT @Longhairleeroy: #TrumpsFavoriteHeadline Trump Says ""I Didn't Mean to Nuke Vienna it Was Just Sarcasm"" 350,000 est Dead",765930617800228864,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""TrumpsFavoriteHeadline""]",[],POSTED,"[""longhairleeroy""]",765923850844508160,
1868981054,ryanmaxwell_1,1454680198000,2016-02-05 13:49:58,,,,RT @ReutersWorld: German spy agency says ISIS sending fighters disguised as refugees: https://t.co/HBHUtByW10 https://t.co/dF53zMKySM,695605285801615362,,[],[],POSTED,[],,
1623180199,jeffreykahunas,1449846011000,2015-12-11 15:00:11,,,,"RT @MsAvaArmstrong: “After reading book one, here I am totally hooked. Ava Armstrong did it again.” 5.0 Stars  https://t.co/TBLAogk9rg http…",675329235658121216,,[],[],POSTED,[],,
1649487510,hiimkhloe,1467900560000,2016-07-07 14:09:20,,,,RT @SusaYung: D.L. Hughley I share your feelings about what's going on #AltonSterling #PhilandoCastile #BlackSkinIsNotACrime,751055502524633088,,"[""AltonSterling""]",[],POSTED,[],,
1720117201,donnabrivera,1479707872000,2016-11-21 05:57:52,0,false,0,RT @KQEDarts: WATCH: @GreenDay Leads Anti-Trump Chant During AMA Performance https://t.co/qtD4GcLLcb https://t.co/LPWBkliCex,800578960652308480,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://ww2.kqed.org/arts/2016/11/20/watch-green-day-leads-anti-trump-chant-during-ama-performance/"",""https://ww2.kqed.org/arts/2016/11/20/watch-green-day-leads-anti-trump-chant-during-ama-performance/""]",POSTED,"[""kqedarts"",""greenday""]",800568461625683969,
1833223908,dorothiebell,1485258393000,2017-01-24 11:46:33,,,,"RT @RobbieEngland78: @xatzisotiris @Zeke311 @infowars It can't happen, we need a HUGE TRUMP MOVEMENT I'm tired of sitting back doing nothing",823859533407813635,,[],[],POSTED,[],,
2882013788,giselleevns,1482930843000,2016-12-28 13:14:03,,,,#ImNotOpposedTo unusual weddings https://t.co/65utLqDjUB,814097080767643649,,"[""ImNotOpposedTo""]",[],POSTED,[],,
2671070290,patriotblake,1475159296000,2016-09-29 14:28:16,0,false,0,"RT @Don_Vito_08: #Trump was never called a racist in 68 years until he opposed #CrookedHillary for president! #NeverHillary 
#MakeAmericaGr…",781500846882361344,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""Trump"",""CrookedHillary"",""NeverHillary""]",[],POSTED,"[""don_vito_08""]",781489042261172224,
1649144358,westernwindwes,1484770791000,2017-01-18 20:19:51,,,,RT @queengost: Yes!! She is the queen of meritless lawsuits! She has cost the courts an untold amt. &amp; harassed ppl w her lies! Great idea!…,821814379125604352,,[],[],POSTED,[],,
2620869737,puredavie,1426516829000,2015-03-16 14:40:29,,,,https://t.co/JhQre6Q8eS Cool!,577479556002508800,,[],[],POSTED,[],,
1727482238,melvinsroberts,1484755381000,2017-01-18 16:03:01,,,,"RT @Iamn0ty0urstar: Naked twister sounds dangerous...
Right foot red in the wrong position and your dick is up my ass.",821749744208846848,,[],[],POSTED,[],,
1694026190,jacquelinisbest,1480879358000,2016-12-04 19:22:38,,,,"RT @LifeNewsHQ: I Rejected Abortion After Rape, Then The Rapist Sought Custody of My Child https://t.co/6Jcrg0WKnK https://t.co/XveP7trXTB",805492526190882816,,[],[],POSTED,[],,
2671070290,patriotblake,1482387554000,2016-12-22 06:19:14,,,,RT @guntrust: Wikileaks: Leaked Email Exposes Hillary's Campaign Paying For Bill Clinton's Legal Fee https://t.co/c92JOdxGkg #tcot #ccot #2…,811818359356616704,,"[""tcot""]",[],POSTED,[],,
750345924061368321,peterkistner,1469805779000,2016-07-29 15:22:59,,,,Neun-Punkte-Plan für mehr Sicherheit #Merkel https://t.co/YvHwE719Mu,759046570071302144,,"[""Merkel""]",[],POSTED,[],,
2533221819,lazykstafford,1490010500000,2017-03-20 11:48:20,,,,RT @Justice4Rod: First Democrat Official Tied To Elite Pedophile Ring Pleads Guilty (Video) - https://t.co/alSd1YVboq via @shareaholic,843791311757066241,,[],[],POSTED,[],,
2547141851,chicagodailynew,1475463861000,2016-10-03 03:04:21,1,false,0,"Pope Francis Weighs in on the Election, Choosing Cardinals https://t.co/ybMmMuAq0Q",782778288435400704,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",[],"[""http://bit.ly/2dlorGi""]",POSTED,[],,
2587843805,kansasdailynews,1475062898000,2016-09-28 11:41:38,0,false,0,"FBI’s Comey faces more questions on extremism, Clinton email https://t.co/rpeXXLg15D #news",781096527204802560,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","[""news""]","[""http://bit.ly/2d9ohAl""]",POSTED,[],,
2752677905,todaynycity,1469683576000,2016-07-28 05:26:16,0,false,0,A Torrent of Praise for Mario Cuomo’s 1984 Democratic Convention Speech https://t.co/BBHrZZNC92,758534014521061378,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",[],"[""http://nyti.ms/2abmzMs""]",POSTED,[],,
3990577513,tpartynews,1469473617000,2016-07-25 19:06:57,142,false,152,"America has been and always will be a christian nation no matter what Obama says!
#DNCinPHL https://t.co/GKWtuk2ddN",757653382287024128,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[""DNCinPHL""]",[],POSTED,[],,
2533653547,evagreen69,1430784643000,2015-05-05 00:10:43,,,,RT @TodayPittsburgh: Police Say 11-Year-Old Girl Send Explicit Photo To Other Children  #news,595380063262134272,,"[""news""]",[],POSTED,[],,
1720117201,donnabrivera,1474303587000,2016-09-19 16:46:27,0,false,0,RT @FluffyDogAttack: Desperation: Hillary Clinton claims Trump Comments ’Given Aid And Comfort’ To Islamic State Terrorists - Breitbart htt…,777911742651301888,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""http://www.breitbart.com/2016-presidential-race/2016/09/19/hillary-clinton-donald-trump-comments-given-aid-comfort-islamic-state-terrorists/""]",POSTED,"[""fluffydogattack""]",777908405746884612,
3969530725,patriototus,1473885259000,2016-09-14 20:34:19,0,false,0,#SometimesIWishYou know how Colin Powell referred to Bill Clinton in the recent #DNCleak. #DickingBimbos https://t.co/k4zZtnHVI7,776157151882543104,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""dncleak"",""DickingBimbos"",""SometimesIWishYou""]",[],POSTED,[],,
1680366068,willisbonnerr,1486219335000,2017-02-04 14:42:15,,,,RT @metroadlib: see what i mean? https://t.co/xmnIJf5zmd,827890014436618241,,[],[],POSTED,[],,
4209684039,luke_jones13,1471200893000,2016-08-14 18:54:53,43,false,51,"Sheriff David Clarke has called up the National Guard to deal with blm thugs and looters
https://t.co/KyMRqF3rnE https://t.co/u8T7tD4OkP",764898104516771840,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"[""http://truthfeed.com/breaking-sheriff-david-clarke-makes-yuge-decision/16927/""]",POSTED,[],,
1660771422,garrettsimpson_,1478162961000,2016-11-03 08:49:21,,,,RT @DMashak: #Progressive=#regressive 1 @GOP @TheDemocrats @MNGOP @yrnf @MinnesotaDFL #P2 @youngDems #TEAParty #UniteBlue #OWS https://t.co…,794099131262312449,,"[""Progressive""]",[],POSTED,[],,
1655194147,melanymelanin,1478731512000,2016-11-09 22:45:12,,,,RT @MattMurph24: Oh no! https://t.co/AbOTSCuJNF,796483806337306624,,[],[],POSTED,[],,
1710804738,cookncooks,1456725165000,2016-02-29 05:52:45,,,,"RT @_NickLuna_: All I know is when I was a kid, I had had dog named Oscar, and he was white #OscarHasNoColor",704182497886621696,,"[""OscarHasNoColor""]",[],POSTED,[],704159612627492864,
1694026190,jacquelinisbest,1483627539000,2017-01-05 14:45:39,,,,"RT @UnPoliticalPrty: #BlackLivesMatter is a Democrat Party Terrorist Group that's Funded by Democrat Donor, George Soros

#BLMKidnapping

h…",817019234807087105,,[],[],POSTED,[],,
2882013788,giselleevns,1476108553000,2016-10-10 14:09:13,,,,RT @TheHarryPhan: Master debating  #BetterAlternativeToDebates https://t.co/pogu0xLz8P,785482319910100993,,"[""BetterAlternativeToDebates""]",[],POSTED,[],,
725305686989656064,berlinbote,1469862784000,2016-07-30 07:13:04,0,false,0,... https://t.co/7o9HoLJM0O,759285666840711168,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""http://www.zeit.de/politik/ausland/2016-07/hillary-clinton-us-wahl-frauen""]",POSTED,[],,
1657753759,johnbranchh,1460913707000,2016-04-17 17:21:47,,,,"RT @MingNa: Nothing against Scarlett Johansson. In fact, I'm a big fan. But everything against this Whitewashing of Asian role.😒 https://t.…",721750516548648962,,[],[],POSTED,[],,
,anthonywoodboy,1434035639000,2015-06-11 15:13:59,,,,"RT @JohnFromCranber: To Anyone With ""Eyes Wide Open"", it Was Apparent Before the 2008 Election That #Obama Was The ""Manchurian Candidate"" #…",609015728100876288,,"[""Obama""]",[],POSTED,[],,
2951556370,specialaffair,1477659289000,2016-10-28 12:54:49,0,false,0,Anti-establishment Pirates in tight race to win Icelandic election: polls  #news,791986577190694912,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","[""news""]",[],POSTED,[],,
1649967228,_nickluna_,1478221807000,2016-11-04 01:10:07,0,false,0,"RT @BestRDSP: I have said for yrs---Once you figure out Obama is not for America, it all makes sense-- https://t.co/ewXltP9sy3",794345948734291968,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://twitter.com/crabtrem/status/794337229921366017""]",POSTED,"[""bestrdsp""]",794340442485690368,
1652987412,alecmooooody,1476795965000,2016-10-18 13:06:05,0,false,0,"RT @mattzap: Important update to this: Clinton didn't take State Department lamps and furniture. Per department spokesman, it wa… ",788365535767474177,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""""]",POSTED,"[""mattzap""]",788090410937745409,
1669574551,deusxyx,1478627926000,2016-11-08 17:58:46,0,false,0,@HillaryClinton @cnn @NewYorkTimesRus @MSNBC @oreillyfactor #neverhillary #TrumpForPresident,796049335674880001,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""TrumpForPresident"",""NeverHillary"",""TrumpForPresident"",""NeverHillary"",""TrumpForPresident"",""NeverHillary"",""TrumpForPresident"",""NeverHillary"",""TrumpForPresident"",""NeverHillary""]",[],POSTED,"[""hillaryclinton"",""cnn"",""newyorktimesrus"",""msnbc"",""oreillyfactor""]",,
1710804738,cookncooks,1478712875000,2016-11-09 17:34:35,,,,RT @fox8news: Plans underway for Trump transition https://t.co/CUsSCsdpAo,796405639685799937,,[],[],POSTED,[],,
1649144358,westernwindwes,1431007446000,2015-05-07 14:04:06,,,,"Have faith God makes everything beautiful at the right place, at the right time. Don't worry. Don't complain. -",596314566621007872,,[],[],POSTED,[],,
2951556370,specialaffair,1470687864000,2016-08-08 20:24:24,0,false,0,"#TopVideo Clinton defends people ""stiffed"" by Trump https://t.co/j7U6m17es7",762746301758922752,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","[""TopVideo""]","[""http://bit.ly/2b9rgdw""]",POSTED,[],,
1676481360,emileewaren,1477421766000,2016-10-25 18:56:06,0,false,0,"RT @ThePatriot143: Michael Moore says... ""Trumps election will be the biggest FUCK YOU ever recorded in American history!"" #VoteTrump2016 h…",790990334130057216,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""VoteTrump2016""]","[""""]",POSTED,"[""thepatriot143""]",790753069852135424,
1646999972,hollandpatrickk,1426698595000,2015-03-18 17:09:55,,,,how climate and friends can simply ease up the pain ✨ ✨,578241934784929793,,[],[],POSTED,[],,
1679279490,ameliebaldwin,1484789122000,2017-01-19 01:25:22,,,,RT @RealAlexJones: CNN President: Our ‘credibility is higher than ever’ - https://t.co/61xC6e2MBX #lol #fakenews,821891267219091456,,"[""lol""]",[],POSTED,[],,
1656685598,jeannemccarthy0,1468261705000,2016-07-11 18:28:25,,,,RT @1VoiceMatters: .@NahBabyNah have you seen this? @Seahawks @RSherman_25 cut through HATE GROUP #BLM Propaganda! https://t.co/lG1NpXmOEl,752570252878372864,,"[""BLM""]",[],POSTED,[],,
1657753759,johnbranchh,1464106041000,2016-05-24 16:07:21,,,,"RT @repdonnaedwards: The next chapter of your lives after graduation will bring with it many life lessons, some of them difficult, but all…",735140137370308609,,[],[],POSTED,[],,
2584152521,queenofthewo,1492677240000,2017-04-20 08:34:00,,,,Calvin And Hobbes And Some WEED! #StonedComicBooks @midnight,854976429741805569,,"[""StonedComicBooks""]",[],POSTED,[],,
2589353987,cassieweltch,1488880604000,2017-03-07 09:56:44,,,,The Prius of Desire #CaliforniaMovies @midnight,839052187246288897,,"[""CaliforniaMovies""]",[],POSTED,[],,
2882013788,giselleevns,1482159981000,2016-12-19 15:06:21,,,,"RT @WxmJackoLa: When somebody breaks wind and everyone else ignores it...
 #ThingsYouCantIgnore https://t.co/S4MV2sPr9c",810863850564231168,,[],[],POSTED,[],,
,_billy_moyer_,1450356639000,2015-12-17 12:50:39,,,,"RT @tjefferson1976: GOOD MORNING USA CONCENTRATION CAMPERS unelected CFR NSA/CIA members can spy on, target &amp; kill u-RU OK with that? https…",677470964418871296,,[],[],POSTED,[],,
2587843805,kansasdailynews,1474731125000,2016-09-24 15:32:05,0,false,0,"Clinton, Trump look to overcome weaknesses on debate stage https://t.co/2jSu7px8Dv #news",779704970773835778,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","[""news""]","[""http://bit.ly/2cQlDjI""]",POSTED,[],,
1533813962,prettylaraplace,1478279895000,2016-11-04 17:18:15,0,false,0,"RT @LodiSilverado: WTF??? Is this photo for real??? 
#WTFHillary #WitchBitch #DrainingTheSwamp #NeverHillary #VOTETRUMP #MAGA https://t.co/…",794589587557457920,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""maga"",""VoteTrump"",""NeverHillary"",""DrainingTheSwamp"",""WitchBitch"",""WTFHillary""]",[],POSTED,"[""lodisilverado""]",794576734804787200,
2535166748,paolakinck,1470223327000,2016-08-03 11:22:07,78,false,78,We'll never forget what's happened in Benghazi #NeverHillary #WakeUpAmerica  #ImNotWithHer https://t.co/J4fOjChDIa https://t.co/c3ftwkpSW1,760797894752411648,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[""ImNotWithHer"",""WakeUpAmerica"",""NeverHillary""]","[""http://wh.gov/iFE5w"",""http://wh.gov/iFE5w"",""http://wh.gov/iFE5w""]",POSTED,[],,
1649487510,hiimkhloe,1439132549000,2015-08-09 15:02:29,,,,"Today we honor #BlackLivesMatter movement, don’t forget #mikeBrown and others #FergusonRemembers",630393721322897412,,"[""Blacklivesmatter""]",[],POSTED,[],,
3084088366,priceforpierce,1444593360000,2015-10-11 19:56:00,,,,"RT @MotherJones: Dude who wants to be Trump's top medical researcher once told a caller to ""get AIDS and die"" http://t.co/ATiT3HvMAL http:/…",653298021132840961,,[],[],POSTED,[],,
1671234620,hyddrox,1478829367000,2016-11-11 01:56:07,0,false,0,RT @YoungDems4Trump: We. The Trump Army. Are said (in a hacked DNC email) to be the most well organized and powerful campaign in US history…,796894241016475648,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,"[""youngdems4trump""]",796839982036086784,
1649967228,_nickluna_,1486835114000,2017-02-11 17:45:14,,,,RT @Bipartisanism: Major Newspaper Prints Photo of Alec Baldwin’s Trump Instead of Real POTUS – Check It Out https://t.co/pHMSAOjbij https:…,830472777543061506,,[],[],POSTED,[],,
3969530725,patriototus,1472583607000,2016-08-30 19:00:07,4,false,5,God bless the Second Amendment! It's more than just a right to be armed: it is a right to be free and safe! #2A https://t.co/bwOl8ZVkbo,770697627532791808,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[""2A""]",[],POSTED,[],,
1679279490,ameliebaldwin,1474139138000,2016-09-17 19:05:38,0,false,0,"RT @stldesktop: #TheGOPHasBecome the Partner of the DNC, running RIGGED @debates that lock out all other choices.
#SteinBaraka #JohnsonWeld…",777221994500780034,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""Steinbaraka"",""JohnsonWeld2016"",""TheGOPHasBecome"",""Steinbaraka"",""JohnsonWeld2016"",""TheGOPHasBecome"",""Steinbaraka"",""JohnsonWeld2016"",""TheGOPHasBecome""]",[],POSTED,"[""stldesktop"",""debates"",""jack""]",776993947553902592,
1649144358,westernwindwes,1449163782000,2015-12-03 17:29:42,,,,I'll never understand why 😞💔 no one will #SanBernadino Just pray for the victims families 🙏and #PrayForSanBernadino #Prayers4California,672467762091008001,,"[""SanBernadino""]",[],POSTED,[],,
1649967228,_nickluna_,1449501968000,2015-12-07 15:26:08,,,,RT @Amber_1017: @KattFunny let's send him loads of spam lol,673886215444160512,,[],[],POSTED,[],,
